-125,-1000,0
-156,-1000,0
-156,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,0
-156,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,0
-156,-1000,0
-125,-1000,-31
-125,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,0
-156,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,0
-125,-1000,-31
-125,-1000,-31
-125,-1000,0
-125,-1000,-31
-125,-1000,-31
-125,-1000,-31
-125,-1000,0
-125,-1000,-31
-125,-1000,-31
-125,-1000,-31
-125,-1000,-31
-125,-1000,-31
-125,-1000,-31
-125,-1000,-31
-125,-1000,-31
-125,-1000,-31
-125,-1000,-31
-125,-1000,-31
-125,-1031,0
-125,-1062,0
-125,-1062,0
-125,-1062,0
-125,-1031,0
-125,-968,0
-125,-968,0
-156,-968,62
-156,-968,31
-156,-968,31
-156,-968,62
-156,-968,62
-156,-968,93
-187,-968,93
-187,-937,62
-187,-937,93
-187,-937,93
-187,-937,93
-187,-937,125
-156,-937,125
-187,-937,125
-187,-968,125
-187,-968,125
-156,-968,125
-156,-968,125
-187,-968,125
-187,-968,156
-187,-968,156
-187,-968,125
-187,-968,156
-187,-937,156
-187,-937,156
-187,-937,156
-187,-937,156
-187,-968,156
-187,-937,156
-187,-937,156
-187,-937,156
-187,-968,156
-187,-937,156
-187,-937,125
-156,-937,125
-187,-968,156
-187,-937,125
-156,-937,125
-156,-968,125
-187,-968,125
-187,-968,125
-156,-968,125
-156,-968,125
-187,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-937,125
-156,-937,125
-156,-968,125
-187,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-187,-968,125
-156,-968,125
-156,-968,125
-156,-937,125
-156,-968,125
-187,-968,125
-156,-968,125
-156,-968,125
-156,-937,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,93
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,93
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,93
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-187,-1000,125
-187,-968,125
-156,-937,125
-187,-906,125
-187,-937,156
-187,-937,156
-187,-968,125
-187,-937,125
-187,-937,125
-187,-937,156
-187,-937,156
-187,-937,156
-187,-937,156
-187,-937,156
-187,-968,156
-187,-968,156
-156,-937,156
-187,-937,125
-187,-937,156
-187,-937,125
-187,-937,125
-187,-937,125
-187,-968,156
-187,-968,125
-187,-968,125
-187,-968,125
-187,-937,156
-187,-937,156
-187,-937,156
-187,-937,156
-187,-937,156
-187,-937,156
-187,-968,125
-187,-968,156
-187,-937,156
-187,-968,125
-187,-968,125
-156,-937,156
-156,-937,156
-156,-937,156
-156,-968,156
-156,-968,156
-156,-968,125
-156,-968,125
-156,-968,125
-187,-937,125
-156,-968,125
-156,-968,156
-156,-968,125
-156,-968,125
-156,-968,125
-156,-937,125
-156,-968,125
-156,-937,125
-156,-968,156
-156,-968,125
-156,-968,156
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,156
-156,-968,125
-156,-968,125
-156,-937,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-937,125
-156,-937,125
-187,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-937,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-937,125
-156,-968,125
-156,-968,125
-156,-937,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-125,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
-156,-968,125
