-125,-937,-31
-125,-843,-93
-31,-843,-31
-31,-875,-31
-62,-937,-62
-93,-937,-31
-125,-937,0
-156,-1031,0
-187,-1093,-31
-62,-1031,31
-218,-1312,0
-218,-1281,-62
-93,-937,-281
-187,-1000,-218
-218,-1000,-125
-93,-1000,-125
-93,-906,0
-187,-875,0
-187,-875,-62
-187,-906,31
-218,-875,62
-187,-875,0
-187,-1000,0
-218,-1031,31
-281,-1281,31
0,-1093,-62
-31,-1031,-156
0,-1031,-62
-62,-937,-125
-62,-906,-93
-31,-906,-62
-31,-906,-31
-31,-937,-62
-62,-937,-31
-93,-937,0
-125,-1000,-31
-156,-1031,0
-62,-1093,62
-187,-1187,31
-375,-1437,62
-31,-968,-250
0,-1000,-281
-156,-1062,31
-62,-968,-187
-31,-906,-93
-93,-906,0
-187,-906,-31
-187,-875,-31
-187,-875,31
-187,-906,0
-250,-1000,31
-218,-1281,-31
-93,-1343,62
0,-1062,-62
31,-1093,-218
-31,-1125,-62
-125,-1000,-31
-93,-875,-125
-93,-843,-62
-62,-843,-62
-31,-906,-93
-62,-906,0
-93,-968,-31
-156,-1062,0
-125,-1093,-31
-31,-1031,31
-250,-1312,31
-250,-1281,-62
-93,-875,-281
-187,-1000,-156
-250,-1031,-31
-125,-937,-125
-62,-843,-93
-156,-906,31
-218,-843,-31
-250,-906,62
-187,-906,0
-218,-1031,0
-343,-1031,62
-250,-1375,-31
-31,-1250,62
-62,-1031,-125
0,-1125,-218
-125,-1062,0
-125,-937,-93
-125,-875,-62
-93,-875,-31
-62,-843,-62
-62,-875,-31
-62,-906,0
-93,-968,0
-218,-1062,0
-62,-1125,0
-187,-1375,-31
-312,-1312,31
-187,-1031,-218
-187,-937,-218
-281,-968,-125
-187,-968,-187
-125,-937,-31
-250,-843,-62
-250,-843,-31
-218,-875,31
-187,-875,0
-218,-1000,0
-281,-1062,62
-343,-1125,156
-93,-1343,93
-93,-1156,62
0,-937,-218
-31,-1000,-31
-125,-968,-31
-156,-875,-93
-125,-843,-62
-93,-875,-31
-62,-906,0
-93,-937,0
-93,-968,31
-156,-1000,0
-218,-1125,0
-125,-1093,31
-187,-1156,31
-281,-1375,93
-125,-1000,-187
-125,-968,-218
-125,-937,-187
-125,-937,31
-125,-875,31
-218,-843,0
-218,-843,0
-187,-875,93
-218,-906,62
-187,-968,31
-281,-1062,62
-343,-1125,93
-62,-1343,125
-62,-1031,0
0,-1000,-187
-93,-1093,0
-156,-968,-31
-156,-906,-62
-125,-875,-31
-93,-875,0
-62,-875,-31
-93,-906,0
-93,-875,0
-187,-1000,31
-187,-1125,31
-125,-1062,125
-312,-1375,0
-125,-906,-218
-156,-906,-187
-250,-968,-31
-125,-937,-93
-156,-906,31
-156,-843,0
-281,-843,0
-281,-875,31
-281,-875,93
-218,-875,31
-218,-1031,31
-343,-1062,93
-343,-1093,125
-62,-1312,156
-93,-1062,0
0,-1031,-187
-62,-1125,31
-156,-1000,-31
-125,-906,-62
-62,-843,-31
-62,-843,-31
-62,-906,-62
-125,-937,0
-125,-937,31
-187,-1000,31
-125,-1093,62
-250,-1406,125
-218,-1250,-31
-125,-937,-187
-250,-875,-187
-281,-968,-187
-125,-968,-62
-93,-937,0
-187,-875,31
-250,-875,-31
-250,-875,31
-250,-843,93
-218,-875,31
-218,-1000,31
-343,-1031,93
-343,-1031,156
31,-1250,62
-93,-1031,62
0,-1062,-218
-125,-1156,31
-218,-1000,0
-156,-875,-93
-93,-843,-31
-62,-843,-62
-93,-875,-62
-156,-1000,0
-218,-1031,31
-218,-1125,0
-156,-1062,62
-312,-1343,93
-218,-1125,-125
-125,-843,-281
-250,-1000,-125
-312,-1000,-93
-156,-968,-125
-125,-937,31
-218,-875,0
-281,-843,-62
-250,-875,0
-250,-843,62
-187,-906,0
-250,-1031,31
-375,-1000,93
-250,-1375,-31
-156,-1187,125
0,-1031,-125
62,-1093,-93
-93,-1031,0
-156,-906,-93
-156,-875,-62
-31,-875,-62
-62,-906,-31
-125,-906,31
-156,-968,0
-218,-1062,0
-93,-1062,0
-187,-1250,-31
-406,-1437,93
-156,-1031,-250
-125,-1000,-250
-281,-1031,-31
-156,-968,-156
-62,-875,-31
-125,-843,0
-187,-843,-31
-218,-843,-31
-250,-906,62
-250,-937,31
-218,-1000,0
-312,-1062,62
-343,-1093,93
-31,-1312,156
-62,-1062,31
0,-1031,-218
-62,-1062,0
-156,-843,-93
-125,-843,-31
-62,-843,-31
-62,-906,-62
-93,-937,0
-125,-937,0
-187,-1031,31
-187,-1062,-31
-93,-1062,62
-281,-1375,0
-343,-1343,0
-125,-937,-250
-187,-968,-218
-281,-1031,-62
-125,-1000,-125
-62,-906,-31
-156,-843,31
-250,-843,-62
-218,-843,-62
-218,-843,31
-187,-906,0
-218,-1031,31
-343,-1062,93
-375,-1375,0
-156,-1312,187
-31,-1031,-156
0,-1062,-125
-93,-1000,-62
-125,-875,-125
-156,-875,-62
-62,-875,-62
-93,-906,-31
-125,-906,-62
-93,-937,-31
-156,-1000,31
-218,-1093,0
-125,-1062,62
-312,-1343,-31
-343,-1375,0
-156,-875,-281
-156,-968,-250
-250,-1031,0
-125,-968,-156
-125,-875,-31
-156,-875,0
-281,-875,-31
-281,-875,-31
-250,-875,31
-218,-906,31
-218,-968,31
-375,-1093,125
0,-1281,93
-31,-1062,31
0,-1031,-250
-62,-1093,0
-187,-968,-31
-125,-875,-93
-93,-843,-31
-93,-843,-31
-62,-906,-62
-93,-937,31
-125,-937,0
-187,-1000,0
-187,-1093,-31
-125,-1062,62
-343,-1468,62
-250,-1156,-93
-62,-875,-375
-187,-1031,-156
-187,-1000,-62
-93,-937,-125
-125,-906,0
-187,-875,-31
-218,-875,-31
-187,-875,-31
-187,-906,0
-218,-1031,62
